Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,AR,AR-011,gdlLicensing,Can a 16-year-old in Arkansas get an unrestricted license early?,No never before 18,Yes if married graduated or in military,Yes after completing driver's ed,Yes with parental permission only,B,1,Arkansas allows 16-17 year olds to receive an unrestricted license if they are married have a high school diploma or GED or are active duty military.
State-Specific,AR,AR-012,gdlLicensing,How long must you hold a learner's license before getting an intermediate license in Arkansas?,3 months,6 months,9 months,12 months,B,1,In Arkansas you must hold your learner's license for at least 6 months with no serious violations before applying for an intermediate license.
State-Specific,AR,AR-013,cellPhone,Is texting while driving illegal in Arkansas?,Only for teens,Only in school zones,Yes for all drivers,No state law exists,C,2,Arkansas prohibits all drivers from texting typing emailing or accessing the internet on a handheld device while driving regardless of age.
State-Specific,AR,AR-014,cellPhone,What are the cell phone rules for drivers under 18 in Arkansas?,Same as adults,No cell phone use at all even hands-free,Hands-free only,No restrictions,B,1,Arkansas drivers under 18 are completely prohibited from using any cell phone or wireless device while driving regardless of whether it is hands-free.
State-Specific,AR,AR-015,cellPhone,What are the cell phone rules for drivers 18-20 in Arkansas?,Same as adults over 21,Must use hands-free devices only,No cell phone use at all,No restrictions,B,1,Arkansas drivers ages 18-20 must use hands-free devices if they want to talk on the phone while driving. Handheld use is prohibited.
State-Specific,AR,AR-016,cellPhone,Can drivers 21 and older talk on a handheld phone while driving in Arkansas?,Yes except in school zones and work zones,No hands-free required statewide,Yes anywhere,Only on highways,A,0,Arkansas drivers 21 and older can use handheld phones except in active school zones and highway work zones where only hands-free is allowed.
State-Specific,AR,AR-017,cellPhone,Is Arkansas texting law a primary or secondary offense?,Secondary,Primary,Depends on the county,Only primary in cities,B,1,Arkansas texting while driving law is a primary offense meaning officers can pull you over solely for texting without observing another violation.
State-Specific,AR,AR-018,cellPhone,What is the fine range for a first texting while driving offense in Arkansas?,$10-25,$25-250,$100-500,$250-1000,B,1,A first offense for texting while driving in Arkansas carries a fine of $25 to $250. Subsequent offenses can be $50 to $500.
State-Specific,AR,AR-019,duiStateLaws,What is the legal BAC limit for drivers 21 and older in Arkansas?,0.05%,0.08%,0.10%,0.04%,B,1,The legal blood alcohol concentration limit for drivers 21 and older in Arkansas is 0.08%.
State-Specific,AR,AR-020,duiStateLaws,What is the BAC limit for drivers under 21 in Arkansas?,0.08%,0.04%,0.02%,Zero tolerance policy,C,2,Arkansas has a zero tolerance policy for underage drinking and driving. Drivers under 21 with a BAC of 0.02% to 0.08% can be convicted of illegal consumption.
State-Specific,AR,AR-021,duiStateLaws,What happens to your license after a first DWI offense in Arkansas?,Warning only,Suspended for 6 months,Suspended for 1 year,Permanently revoked,B,1,A first DWI offense in Arkansas results in an automatic 6-month license suspension. An ignition interlock device may allow earlier restricted driving.
State-Specific,AR,AR-022,duiStateLaws,What is implied consent in Arkansas?,You can refuse all tests,By driving you consent to BAC testing if arrested for DWI,You agree to vehicle searches,You must carry insurance,B,1,Arkansas implied consent law means that by driving you have agreed to submit to chemical testing if lawfully arrested for DWI.
State-Specific,AR,AR-023,duiStateLaws,What can happen if you refuse a chemical test in Arkansas?,No penalty,License suspension and refusal used as evidence,Only a fine,Case is dismissed,B,1,Refusing a chemical test in Arkansas results in license suspension and the refusal can be used as evidence against you in court.
State-Specific,AR,AR-024,duiStateLaws,Can prescription drugs lead to a DWI charge in Arkansas?,No only alcohol,Yes if they impair your ability to drive,Only illegal drugs,Only with alcohol,B,1,Arkansas DWI laws apply to impairment from any substance including prescription medications and over-the-counter drugs if they affect your ability to drive safely.
State-Specific,AR,AR-025,duiStateLaws,What is the lookback period for prior DWI offenses in Arkansas?,3 years,5 years,7 years,10 years,B,1,Arkansas uses a 5-year lookback period when counting prior DWI offenses for determining penalties.
State-Specific,AR,AR-026,duiStateLaws,Can buzzed driving be as dangerous as drunk driving in Arkansas?,No only 0.08% or higher is dangerous,Yes even low BAC levels impair driving ability,Only for inexperienced drivers,Only at night,B,1,Even at lower BAC levels like 0.02%-0.05% drivers experience reduced visual function inability to multitask and impaired judgment making buzzed driving dangerous.
State-Specific,AR,AR-027,insurance,What type of insurance state is Arkansas?,No-fault,At-fault,Hybrid system,Choice no-fault,B,1,Arkansas is an at-fault insurance state meaning the driver who causes an accident is responsible for paying damages through their insurance.
State-Specific,AR,AR-028,insurance,Must you carry proof of insurance in your vehicle in Arkansas?,No it is optional,Yes you must show proof if requested,Only for commercial vehicles,Only after an accident,B,1,Arkansas requires drivers to carry proof of liability insurance and present it if requested by law enforcement.
State-Specific,AR,AR-029,insurance,What can happen if you drive without insurance in Arkansas?,Warning only,Fines license suspension and registration suspension,Points only,Community service,B,1,Driving without insurance in Arkansas can result in fines suspension of your license and vehicle registration.
State-Specific,AR,AR-030,insurance,What does liability insurance protect against in Arkansas?,Damage to your own vehicle,Claims from others if you cause an accident,Theft of your vehicle,Your own medical bills,B,1,Liability insurance covers bodily injury and property damage you cause to others in an accident. It does not cover damage to your own vehicle.
State-Specific,AR,AR-031,stateUnique,What must you do when approaching a stopped emergency vehicle with flashing lights in Arkansas?,Slow down only,Move over to a non-adjacent lane if safe or slow down,Stop completely,Continue at normal speed,B,1,Arkansas move over law requires you to change lanes away from stopped emergency vehicles if safely possible or slow down to a safe speed.
State-Specific,AR,AR-032,stateUnique,When are headlights required in Arkansas?,Only at night,From sunset to sunrise and when visibility is reduced,Only during rain,24 hours a day,B,1,Arkansas requires headlights from 30 minutes after sunset to 30 minutes before sunrise and anytime weather conditions reduce visibility.
State-Specific,AR,AR-033,stateUnique,What is the name of Arkansas texting law?,Safe Driving Act,Paul's Law,Hands-Free Arkansas,Teen Safety Law,B,1,Arkansas texting law is called Paul's Law named after a Jonesboro father who was killed when struck by a driver who was texting.
State-Specific,AR,AR-034,stateUnique,Can you use GPS navigation apps while driving in Arkansas?,No all phone use is banned,Yes GPS and navigation apps are allowed,Only with voice commands,Only if mounted,B,1,Arkansas law allows the use of GPS and navigation apps while driving. The texting ban specifically exempts GPS systems.
State-Specific,AR,AR-035,stateUnique,What academic requirement must teens under 18 meet for a license in Arkansas?,None,Proof of school enrollment and 2.0 GPA,Completion of driver's ed,Parental homeschool certification,B,1,Arkansas teens under 18 must provide proof of school enrollment and maintain at least a 2.0 grade point average to obtain a license.
State-Specific,AR,AR-036,stateUnique,What happens if an intermediate license holder has a traffic violation in Arkansas?,Warning only,Must wait 6 months from violation before advancing,Fine only,License revoked,B,1,If an intermediate license holder in Arkansas has a serious traffic violation they must wait until 6 months have passed since the violation to advance.
State-Specific,AR,AR-037,stateUnique,What should you do if involved in an accident in Arkansas?,Leave to find help,Stop remain at scene exchange information and report if required,Move vehicles first always,Wait for police before moving,B,1,Arkansas law requires you to stop at the scene of an accident exchange information with other parties and report the accident if there are injuries or significant damage.
State-Specific,AR,AR-038,stateUnique,Are fines doubled for cell phone violations that cause crashes in Arkansas?,No same fine applies,Yes fines are doubled if a collision occurs,Only for repeat offenders,Only in school zones,B,1,Arkansas doubles the fines for cell phone and texting violations if the distracted driving results in a collision.
State-Specific,AR,AR-039,stateUnique,What is the cost estimate for a DWI in Arkansas including all expenses?,Under $1000,$5000-20000,Over $50000,Only court fines apply,B,1,A DWI in Arkansas can cost between $5000 and $20000 when accounting for fines lawyer fees insurance increases and other related expenses.
State-Specific,AR,AR-040,stateUnique,What restriction applies to all teen drivers regardless of license type in Arkansas?,Must have adult in car,Cannot use cell phones except emergencies,Cannot drive on highways,Must display new driver sign,B,1,All Arkansas drivers under 18 with any license type are prohibited from using cell phones while driving except for emergency purposes.
State-Specific,CA,CA-001,gdlLicensing,At what age can you obtain a learner's permit in California?,15,15.5,16,16.5,B,1,In California you can obtain an instruction permit at 15½ years old. You must pass a written knowledge test and vision exam.
State-Specific,CA,CA-002,gdlLicensing,How old must the supervising driver be when you have a learner's permit in California?,18,21,25,Any licensed adult,C,2,California requires the supervising driver to be at least 25 years old with a valid California driver's license when accompanying a permit holder.
State-Specific,CA,CA-003,gdlLicensing,How long must you hold a learner's permit before getting a provisional license in California?,3 months,6 months,9 months,12 months,B,1,You must hold your California instruction permit for at least 6 months before you can apply for a provisional driver's license.
State-Specific,CA,CA-004,gdlLicensing,How many hours of supervised driving practice are required for a provisional license in California?,25 hours total,50 hours with 10 at night,40 hours with 5 at night,30 hours total,B,1,California requires 50 hours of supervised driving practice including at least 10 hours at night before you can get a provisional license.
State-Specific,CA,CA-005,gdlLicensing,What are the nighttime driving restrictions for provisional license holders in California?,No driving 10pm-5am,No driving 11pm-5am,No driving midnight-5am,No restrictions,B,1,California provisional license holders cannot drive between 11pm and 5am for the first 12 months unless accompanied by a licensed driver 25 or older.
State-Specific,CA,CA-006,gdlLicensing,What passenger restrictions apply to provisional license holders in California?,No passengers under 18,No passengers under 20 for first 12 months,No passengers under 21,One passenger only,B,1,California provisional license holders cannot transport passengers under 20 years old for the first 12 months unless accompanied by a licensed driver 25 or older.
State-Specific,CA,CA-007,gdlLicensing,What exceptions exist for nighttime and passenger restrictions in California?,None,Medical necessity school or work with signed documentation,Parental permission only,Only for emergencies,B,1,California allows exceptions to provisional license restrictions for medical necessity school-authorized activities or employment when you have a signed note from the appropriate authority.
State-Specific,CA,CA-008,gdlLicensing,At what age are all provisional license restrictions lifted in California?,17,17.5,18,21,C,2,In California all provisional license restrictions are automatically lifted when you turn 18 or after holding the provisional license for 12 months whichever comes first.
State-Specific,CA,CA-009,gdlLicensing,What happens if you violate GDL restrictions in California?,Warning only,Delay in getting full license and traffic violation on record,Fine only,Community service,B,1,Violating GDL restrictions in California can delay getting your full license by at least a year and will result in traffic violations appearing on your driving record.
State-Specific,CA,CA-010,gdlLicensing,Can a parent cancel a teen's permit or license in California?,No only courts can,Yes at any time for any reason,Only for violations,Only with DMV approval,B,1,California law gives parents or guardians the right to cancel their teen's permit or license at any time for any reason.
State-Specific,CA,CA-011,gdlLicensing,What must you complete before taking the driving test in California if under 18?,Only permit holding period,Driver education and driver training,Just 50 hours of practice,Online course only,B,1,California requires completion of both driver education and professional driver training before teens under 18 can take the driving test for a provisional license.
State-Specific,CA,CA-012,gdlLicensing,Is alcohol allowed in the vehicle of a teen driver in California?,Yes if sealed,No alcohol in any form open or sealed,Only in trunk,Yes with parent present,B,1,California prohibits any alcohol open closed or partially consumed in the vehicle of a teen driver with a permit or provisional license.
State-Specific,CA,CA-013,cellPhone,Can drivers under 18 use a hands-free phone while driving in California?,Yes hands-free is allowed,No all phone use is banned except emergencies,Yes with Bluetooth only,Only for GPS,B,1,California completely prohibits drivers under 18 from using any wireless device including hands-free while driving. The only exception is for emergency calls.
State-Specific,CA,CA-014,cellPhone,Can drivers 18 and older use handheld phones while driving in California?,Yes,No hands-free required,Only for calls not texting,Only at stoplights,B,1,California prohibits all drivers from using handheld phones while driving. Drivers 18 and older must use hands-free devices if they want to communicate while driving.
State-Specific,CA,CA-015,cellPhone,How must a phone be mounted to be used legally in California?,Anywhere in the vehicle,On windshield dashboard or center console without blocking view,Cupholder only,No mounting required,B,1,California requires phones to be mounted on the windshield dashboard or center console in a way that does not obstruct the driver's view of the road.
State-Specific,CA,CA-016,cellPhone,How can you interact with a mounted phone while driving in California?,Any way you like,Single swipe or tap only,Voice commands only,Two taps maximum,B,1,California law allows drivers to interact with a mounted phone using only a single swipe or tap of the finger. More complex interactions are prohibited while driving.
State-Specific,CA,CA-017,cellPhone,Is the handheld phone ban in California a primary or secondary offense?,Secondary,Primary,Depends on location,Only primary in cities,B,1,The California handheld phone ban is a primary offense meaning police can pull you over solely for this violation without observing another offense.
State-Specific,CA,CA-018,cellPhone,What is the base fine for a first cell phone violation in California?,10 dollars,20 dollars,50 dollars,100 dollars,B,1,The base fine for a first cell phone violation in California is 20 dollars though fees and assessments typically bring the total to over 160 dollars.
State-Specific,CA,CA-019,duiStateLaws,What is the legal BAC limit for drivers 21 and older in California?,0.05%,0.08%,0.10%,0.04%,B,1,The legal blood alcohol concentration limit for drivers 21 and older in California is 0.08%.
State-Specific,CA,CA-020,duiStateLaws,What BAC level triggers zero tolerance for drivers under 21 in California?,0.02%,0.01%,0.04%,0.00%,B,1,California has a zero tolerance law for underage drivers with a BAC limit of 0.01% which is the smallest amount most chemical tests can detect.
State-Specific,CA,CA-021,duiStateLaws,What is the BAC limit for commercial drivers in California?,0.08%,0.04%,0.02%,0.01%,B,1,Commercial drivers in California face a stricter BAC limit of 0.04% compared to the standard 0.08% for regular drivers.
State-Specific,CA,CA-022,duiStateLaws,What happens if you are on DUI probation and drive with any alcohol in California?,No additional penalty,You face additional DUI charges and probation violation,Warning only,Fine but no jail,B,1,If you are on DUI probation in California and drive with a BAC of 0.04% or higher you face additional DUI charges on top of probation violation consequences.
State-Specific,CA,CA-023,duiStateLaws,What is implied consent in California?,You can refuse all tests,By driving you consent to chemical testing if lawfully arrested for DUI,You agree to searches,You must carry insurance,B,1,California implied consent law means that by driving on California roads you have agreed to submit to a blood breath or urine test if lawfully arrested for DUI.
State-Specific,CA,CA-024,duiStateLaws,How long does a DUI stay on your driving record in California?,5 years,7 years,10 years,Forever,C,2,A DUI conviction stays on your California driving record for 10 years and is used as a prior offense if you get another DUI within that period.
State-Specific,CA,CA-025,duiStateLaws,Can you get a DUI for prescription drugs in California?,No only alcohol,Yes if they impair your driving,Only illegal drugs count,Only with alcohol,B,1,California DUI laws apply to impairment from any substance including prescription medications marijuana and over-the-counter drugs if they affect your ability to drive safely.
State-Specific,CA,CA-026,duiStateLaws,What must drivers on DUI probation do if asked to take a preliminary breath test?,They can refuse,They must take it unlike other drivers who can refuse,Call their lawyer first,Wait for blood test,B,1,While most drivers can refuse a preliminary alcohol screening test drivers on DUI probation in California must submit to roadside breath tests if requested.
State-Specific,CA,CA-027,insurance,What type of insurance state is California?,No-fault,At-fault,Hybrid system,Choice no-fault,B,1,California is an at-fault insurance state meaning the driver who causes an accident is responsible for paying damages through their liability insurance.
State-Specific,CA,CA-028,insurance,Must you carry proof of insurance in your vehicle in California?,No electronic proof works,Yes physical or electronic proof required,Only paper copies,Only after accidents,B,1,California requires drivers to carry proof of financial responsibility such as liability insurance and present it if requested by law enforcement or after an accident.
State-Specific,CA,CA-029,insurance,What can happen if you drive without insurance in California?,Warning only,Fines vehicle impoundment and license suspension,Points only,Nothing for first offense,B,1,Driving without insurance in California can result in fines starting at several hundred dollars plus fees vehicle impoundment and suspension of your license and registration.
State-Specific,CA,CA-030,insurance,What does liability insurance protect against in California?,Your own vehicle damage,Claims from others if you cause an accident,Theft and vandalism,Your medical bills,B,1,Liability insurance covers bodily injury and property damage you cause to others in an accident. It does not cover damage to your own vehicle or your own injuries.
State-Specific,CA,CA-031,stateUnique,What must you do when approaching a stopped emergency vehicle with flashing lights in California?,Slow down only,Move over to a non-adjacent lane or slow down if unsafe to move,Stop completely,Continue at normal speed,B,1,California move over law requires you to change lanes away from stopped emergency and service vehicles if safely possible or slow down to a safe speed if lane change is not possible.
State-Specific,CA,CA-032,stateUnique,When are headlights required in California?,Only at night,From sunset to sunrise and when visibility is reduced to 1000 feet,Only during rain,24 hours a day,B,1,California requires headlights from 30 minutes after sunset to 30 minutes before sunrise and anytime weather conditions reduce visibility to less than 1000 feet.
State-Specific,CA,CA-033,stateUnique,What is unique about California driver's licenses for those under 21?,They are pink,They are vertical with photo on right,They have a red border,Same as adult licenses,B,1,California issues vertical driver's licenses to people under 21 with the photo on the right side making it easy to identify underage drivers.
State-Specific,CA,CA-034,stateUnique,How does California handle out-of-state traffic violations?,They are ignored,Points may be added to your California record,Only accidents count,Only DUIs transfer,B,1,California participates in the Driver License Compact meaning out-of-state traffic violations are reported and may result in points on your California driving record.
State-Specific,CA,CA-035,stateUnique,What is the speed limit in residential areas in California unless otherwise posted?,20 mph,25 mph,30 mph,35 mph,B,1,The default speed limit in residential and business districts in California is 25 mph unless signs indicate a different limit.
State-Specific,CA,CA-036,stateUnique,How close can you follow a fire truck responding to an emergency in California?,100 feet,300 feet,500 feet,1000 feet,B,1,California law prohibits following within 300 feet of any fire apparatus responding to an emergency call.
State-Specific,CA,CA-037,stateUnique,What is the penalty for a hit and run resulting in injury in California?,Fine only,Possible felony with jail time,License points only,Community service,B,1,Hit and run resulting in injury is a serious crime in California that can be charged as a felony with potential state prison time in addition to fines and license suspension.
State-Specific,CA,CA-038,stateUnique,Can you make a U-turn in a business district in California?,Never,Yes at intersections unless signs prohibit,Only with signal,Only in parking lots,B,1,In California you can make a U-turn at intersections in business districts unless signs specifically prohibit it. U-turns are not allowed in residential areas between intersections.
State-Specific,CA,CA-039,stateUnique,What must you do if your vehicle breaks down on a freeway in California?,Stay in lane,Pull completely off roadway and stay away from traffic,Wait for police,Put on hazards only,B,1,If your vehicle breaks down on a California freeway you should pull completely off the roadway if possible and stay away from traffic lanes while waiting for help.
State-Specific,CA,CA-040,stateUnique,What are the consequences of accumulating too many points on your California license?,Fine only,License suspension or revocation,Warning letter,Higher registration fees,B,1,Accumulating 4 points in 12 months 6 in 24 months or 8 in 36 months can result in license suspension. The DMV considers you a negligent operator.
State-Specific,CO,CO-001,gdlLicensing,At what age can you start driver's education in Colorado?,14,14.5,15,15.5,B,1,In Colorado you can begin a state-approved driver's education program at 14 years and 6 months old.
State-Specific,CO,CO-002,gdlLicensing,At what age can you obtain a learner's permit in Colorado with driver's education?,14.5,15,15.5,16,B,1,With completion of driver's education you can obtain a learner's permit at age 15 in Colorado.
State-Specific,CO,CO-003,gdlLicensing,How old must the supervising driver be when you have a permit in Colorado?,18,21,25,Any licensed adult,B,1,Colorado requires the supervising driver to be at least 21 years old and have a valid license when accompanying a permit holder.
State-Specific,CO,CO-004,gdlLicensing,How long must you hold a learner's permit before getting a license in Colorado?,6 months,9 months,12 months,18 months,C,2,You must hold your Colorado learner's permit for at least 12 months before you can apply for a minor driver's license.
State-Specific,CO,CO-005,gdlLicensing,How many hours of supervised driving are required for a Colorado license?,30 hours total,40 hours with 5 at night,50 hours with 10 at night,60 hours with 15 at night,C,2,Colorado requires 50 hours of supervised driving practice including at least 10 hours at night before you can get your license.
State-Specific,CO,CO-006,gdlLicensing,What are the passenger restrictions for the first 6 months with a minor license in Colorado?,No passengers under 18,No passengers under 21 except siblings,One passenger under 21,Unlimited passengers,B,1,For the first 6 months with a minor license Colorado drivers cannot have passengers under 21 unless they are siblings or there is a medical emergency.
State-Specific,CO,CO-007,gdlLicensing,What are the passenger restrictions from 6 to 12 months with a minor license in Colorado?,No passengers under 21,One passenger under 21 except siblings,Two passengers under 21,No restrictions,B,1,From 6 to 12 months with a minor license Colorado drivers can have only one passenger under 21 unless they are siblings.
State-Specific,CO,CO-008,gdlLicensing,What is the nighttime curfew for teen drivers in Colorado?,10pm-5am,11pm-5am,Midnight-5am,1am-5am,C,2,Colorado teen drivers with a minor license cannot drive between midnight and 5am for the first year unless accompanied by a parent legal guardian or instructor.
State-Specific,CO,CO-009,gdlLicensing,How many front seat passengers can a driver under 18 have in Colorado?,None,One,Two,Unlimited,B,1,Colorado law states that drivers under 18 cannot have more than one passenger in the front seat at any time.
State-Specific,CO,CO-010,gdlLicensing,At what age do GDL restrictions end in Colorado?,17,18,21,When you pass a test,A,0,GDL passenger and curfew restrictions end when you turn 17 in Colorado though some restrictions on front seat passengers continue until 18.
State-Specific,CO,CO-011,gdlLicensing,What happens if a teen driver accumulates 6 points in 12 months in Colorado?,Warning letter,License suspension,Driving course required,Fine only,B,1,Teens under 18 in Colorado lose their license if they accumulate 6 points in 12 months or 7 points before turning 18.
State-Specific,CO,CO-012,gdlLicensing,Can a teen driver use a cell phone while driving in Colorado?,Yes with hands-free,No cell phone use at all,Only for emergencies,Only for GPS,C,2,Colorado prohibits all cell phone use by drivers under 18 while driving except for emergency calls to police or fire department.
State-Specific,CO,CO-013,cellPhone,When did Colorado's hands-free law take effect?,January 1 2024,July 1 2024,January 1 2025,July 1 2025,C,2,Colorado's hands-free law prohibiting holding mobile devices while driving took effect on January 1 2025.
State-Specific,CO,CO-014,cellPhone,What is required to use a phone while driving in Colorado?,Nothing phones are allowed,Hands-free accessory required,Only calls not texting,Only at stoplights,B,1,Colorado's hands-free law requires all drivers to use a hands-free accessory like Bluetooth or a dashboard mount when using a phone while driving.
State-Specific,CO,CO-015,cellPhone,What is the fine for a first cell phone violation in Colorado?,25 dollars,50 dollars,75 dollars,100 dollars,C,2,The fine for a first offense of the Colorado hands-free law is 75 dollars plus 2 points on your license.
State-Specific,CO,CO-016,cellPhone,Is Colorado's hands-free law a primary or secondary offense?,Primary,Secondary,Depends on location,Only primary in cities,B,1,Colorado's hands-free law is a secondary offense meaning officers must observe another violation before citing you for phone use.
State-Specific,CO,CO-017,cellPhone,How can a first-time offender get a hands-free violation dismissed in Colorado?,Attend driving school,Prove purchase of hands-free accessory,Pay reduced fine,Complete community service,B,1,First-time violators in Colorado can have the charge dismissed if they provide proof of purchasing a hands-free accessory and affirm they haven't used this option before.
State-Specific,CO,CO-018,cellPhone,Can you touch your phone at a red light under Colorado's hands-free law?,Yes briefly,No touching at any time while driving,Only to answer calls,Only for navigation,B,1,Under Colorado's hands-free law you cannot touch or handle your phone while driving including when stopped at traffic signals. You can only use it when parked.
State-Specific,CO,CO-019,duiStateLaws,What is the legal BAC limit for drivers 21 and older in Colorado?,0.05%,0.08%,0.10%,0.04%,B,1,The legal blood alcohol concentration limit for drivers 21 and older in Colorado is 0.08% for DUI charges.
State-Specific,CO,CO-020,duiStateLaws,What BAC level can result in a DWAI charge in Colorado?,0.02%,0.05%,0.08%,0.10%,B,1,Colorado has a DWAI (Driving While Ability Impaired) charge for BAC levels between 0.05% and 0.08% with lesser penalties than DUI.
State-Specific,CO,CO-021,duiStateLaws,What is the BAC limit for drivers under 21 in Colorado?,0.00%,0.02%,0.05%,0.08%,B,1,Colorado has a zero tolerance policy for underage drinking and driving with a BAC limit of 0.02% for drivers under 21.
State-Specific,CO,CO-022,duiStateLaws,What is Colorado's underage drinking and driving offense called?,Minor DUI,Baby DUI or UDD,Teen DWI,Junior offense,B,1,Colorado calls its underage drinking and driving offense UDD (Underage Drinking and Driving) sometimes referred to as a Baby DUI.
State-Specific,CO,CO-023,duiStateLaws,What is the BAC limit for commercial drivers in Colorado?,0.08%,0.04%,0.02%,0.01%,B,1,Commercial drivers in Colorado face a stricter BAC limit of 0.04% while operating commercial vehicles.
State-Specific,CO,CO-024,duiStateLaws,What BAC level makes you a Persistent Drunk Driver in Colorado?,0.10%,0.12%,0.15%,0.20%,C,2,A BAC of 0.15% or higher in Colorado classifies you as a Persistent Drunk Driver which brings enhanced penalties including mandatory treatment and extended ignition interlock requirements.
State-Specific,CO,CO-025,duiStateLaws,What is express consent in Colorado?,You can refuse tests,By driving you consent to BAC testing if arrested,You agree to vehicle searches,You must carry insurance,B,1,Colorado's express consent law means by operating a vehicle you automatically consent to blood breath or urine testing if lawfully arrested for DUI or DWAI.
State-Specific,CO,CO-026,duiStateLaws,What is the THC limit for driving in Colorado?,Zero tolerance,5 nanograms per milliliter,10 nanograms per milliliter,No limit for medical users,B,1,Colorado law presumes impairment if your blood shows 5 or more nanograms of THC per milliliter. This applies even to medical marijuana users.
State-Specific,CO,CO-027,insurance,What type of insurance state is Colorado?,No-fault,At-fault,Hybrid system,Choice no-fault,B,1,Colorado is an at-fault insurance state meaning the driver who causes an accident is responsible for paying damages through their liability insurance.
State-Specific,CO,CO-028,insurance,Must you carry proof of insurance in your vehicle in Colorado?,No electronic proof works,Yes proof required at all times,Only paper copies,Only after accidents,B,1,Colorado requires drivers to carry proof of auto insurance at all times and present it if requested by law enforcement.
State-Specific,CO,CO-029,insurance,What can happen if you drive without insurance in Colorado?,Warning only,Fines license suspension and registration suspension,Points only,Nothing for first offense,B,1,Driving without insurance in Colorado can result in fines suspension of your license and vehicle registration and potential impoundment of your vehicle.
State-Specific,CO,CO-030,insurance,What does liability insurance protect against in Colorado?,Your own vehicle damage,Claims from others if you cause an accident,Theft and vandalism,Your own medical bills,B,1,Liability insurance covers bodily injury and property damage you cause to others in an accident. It does not cover damage to your own vehicle.
State-Specific,CO,CO-031,stateUnique,What must you do when approaching a stopped emergency vehicle with flashing lights in Colorado?,Slow down only,Move over to a non-adjacent lane or slow down if unsafe,Stop completely,Continue at normal speed,B,1,Colorado's move over law requires you to change lanes away from stopped emergency vehicles if safely possible or slow down to a safe speed if lane change is not possible.
State-Specific,CO,CO-032,stateUnique,Can recreational marijuana affect your ability to legally drive in Colorado?,No if you use it legally,Yes impairment from any source can lead to DUI,Only if over the legal limit,Only for medical users,B,1,Even though recreational marijuana is legal in Colorado driving while impaired by marijuana is illegal and can result in DUI charges regardless of legal use.
State-Specific,CO,CO-033,stateUnique,What is unique about Colorado's approach to alcohol impairment while driving?,Only one DUI level,Both DUI and DWAI charges at different BAC levels,No DUI laws,Voluntary testing only,B,1,Colorado has both DUI (0.08%+) and DWAI (0.05%-0.08%) charges recognizing different levels of impairment with corresponding penalties.
State-Specific,CO,CO-034,stateUnique,What percentage of fatal crashes in Colorado involved unbuckled teen drivers recently?,10%,25%,45%,60%,C,2,According to Colorado DOT data 45% of teen drivers who died in crashes were not wearing seat belts highlighting the importance of buckling up.
State-Specific,CO,CO-035,stateUnique,What must ALL passengers do when riding with a teen driver in Colorado?,Nothing special,Wear seat belts with no sharing,Be over 18,Have permission,B,1,Colorado law requires all passengers to wear seat belts when riding with a teen driver. Each person must have their own belt with no sharing.
State-Specific,CO,CO-036,stateUnique,When can a first UDD offense be expunged in Colorado?,Immediately after conviction,When you turn 21 with no subsequent offenses,After 5 years,Never,B,1,A Colorado UDD conviction may be expunged once you turn 21 if you have no more underage drunk driving convictions and never held a commercial license.
State-Specific,CO,CO-037,stateUnique,What is the penalty for a first violation of GDL restrictions in Colorado?,Warning only,8-24 hours community service and up to 50 dollar fine,License suspension,Jail time,B,1,A first violation of Colorado GDL restrictions is an infraction that can lead to 8 to 24 hours of community service and up to a 50 dollar fine.
State-Specific,CO,CO-038,stateUnique,Can a combination of alcohol and THC result in a DUI even if both are below legal limits?,No both must be over limits,Yes if you show signs of impairment,Only for commercial drivers,Only for under 21,B,1,In Colorado if you have a combination of THC and alcohol in your system and show signs of impairment you can face DUI charges even if both levels are under legal limits.
State-Specific,CO,CO-039,stateUnique,Is it illegal to drive with headphones in both ears in Colorado?,No,Yes,Only for commercial drivers,Only for teens,B,1,Colorado law prohibits driving with headphones or earbuds in both ears as it can impair your ability to hear important sounds like sirens or horns.
State-Specific,CO,CO-040,stateUnique,What is distracted driving's rank among causes of traffic crashes in Colorado?,First,Second,Third,Not ranked,C,2,Distracted driving is the third leading cause of traffic crashes in Colorado behind speeding and impaired driving.
State-Specific,CT,CT-001,gdlLicensing,At what age can you obtain a learner's permit in Connecticut?,15,15.5,16,17,C,2,In Connecticut you can apply for a learner's permit at age 16 with parental or guardian consent.
State-Specific,CT,CT-002,gdlLicensing,How old must the supervising driver be in Connecticut?,18,20 with 4 years experience,21,25,B,1,Connecticut requires the supervising driver to be at least 20 years old and have held a driver's license for at least 4 consecutive years.
State-Specific,CT,CT-003,gdlLicensing,How long must you hold a permit before getting a license with commercial driving school training in Connecticut?,90 days,120 days,180 days,365 days,B,1,If you complete training at a commercial or secondary school driving program you must hold your Connecticut permit for at least 120 days before taking your road test.
State-Specific,CT,CT-004,gdlLicensing,How long must you hold a permit with home training in Connecticut?,90 days,120 days,180 days,365 days,C,2,If you complete home driving training in Connecticut you must hold your permit for at least 180 days before taking your road test.
State-Specific,CT,CT-005,gdlLicensing,How many hours of practice driving are required for a Connecticut license?,30 hours,40 hours,50 hours,60 hours,B,1,Connecticut requires 40 hours of behind-the-wheel driving practice before you can obtain your driver's license.
